text,category,label
"@_womanoverboard ""nigger""",hate_speech,True
"@_wordtothewise I am hurt im.not in it wtf, fuck Danielle that bitch",offensive_language,True
@_xpriceless_ @Casio_DatGuy bitch get punched tf out lol,offensive_language,True
@_xpriceless_ @Casio_DatGuy bitch u got me fuckked up,offensive_language,True
@_xpriceless_ bitch take dat shit down imediatly,offensive_language,True
@_xpriceless_ bitch u forcin it talkin about my family and shit watch out,offensive_language,True
@_xpriceless_ bitch u got me fuckked up go suck lil action whamm like u always do on thursdays and fridays didn't think ik did u,offensive_language,True
@_xpriceless_ correction bitch yo illiterate ass wanna eat my pussy and I got some center street boys dat u can suck up nun major,offensive_language,True
@_xpriceless_ naw fuck u bitch and go suck up cartier,offensive_language,True
@_xpriceless_ ok bitch damn I will I'm not even tierd my phone just dying,offensive_language,True
@_xxsarafina haha that hoe go hard rt,offensive_language,True
@aBartick the bitch in the purple shorts and Aqua beats,offensive_language,True
@a_murda_ happy birthday bad bitch,offensive_language,True
@aaliyahhhm I knowww righttt. I don't even know how to use this shit. How I update my status on this hoe?,offensive_language,True
"@aaryneliza im 60 n I hate elissa, a fake ass cunt",offensive_language,True
@aasthaxoxo oh shut your mouth i was talkin about the morning you fag,hate_speech,True
@aaymee29 no that's fucking retarded are you drinking tonight or not?,offensive_language,True
@abbey_kuck I just whooped your ass why you turnin pussy,offensive_language,True
@abbywiseman1 haha you were that bitch on our team &#128521;,offensive_language,True
@abdashcole @4x4_nation @NatalieSchroyer fuck a raptor. Have fun with that when the tranny fails on you after 70k miles,offensive_language,True
@abdullah_omar comes from a guy whose sole qualification to be CM is being the lucky sperm :-),normal,False
@actionLLJackson unless bitch is a word for awesome they are wrong,offensive_language,True
@adamjferraro I'm actually with my boys right now. Your dorky ass is with your mom &amp; dad watching Streit make you his bitch,offensive_language,True
@adnanESPN Houston was top five in AHL attendance while Aeros were here. The transplanted snow bird would love a team.,normal,False
@adorianloveee man fuck this bitch http://t.co/oIXHg4jtv8,offensive_language,True
@aerinblazin right &#128514;&#128557; okay bitch,offensive_language,True
@afuehring is little bitch an emotion? Cuz I'm feeling it..,offensive_language,True
@ahimla2 - we do not want you here either! Suck my pigs arse you muzzie biotch! Get the phuck out and go back to your hellhole life!,offensive_language,True
"@airam12_ I was like ""This bitch better chill-"" Oh hey Maria&#128514;&#128514;&#128514;",offensive_language,True
@airam12_ Shit I wish it was socially acceptable for me to beat some of these bitches asses. Lmao,offensive_language,True
"@airwolf1967 @NoInfidel33 @tedcruz @SarahPalinUSA @TWShannon in ALASKA!!
Nothing going on, nothing to do, nothing to bitch about, few laws",offensive_language,True
@aj2amazing Obispo ho. We'll do it big,normal,False
@aj2amazing you already know mane since 6th grade I've been killin hoes,offensive_language,True
@ajam never happen. Too much republican redneck oil money. Sad butt true. #corruptAmerica,offensive_language,True
"@ajbruno14 @JamesOKeefeIII @jdhayworth nope, it's a term used to mock teabagger scum like all three of you. Better luck next time, pal.",offensive_language,True
@akaREKT @LadyVodkax in with the go to air out with the bad air and where's my next brownie,normal,False
@akaYankeee bitch probably deserved it lol,offensive_language,True
@alammus @wesideconnect @ArbitraryDesign @Damn_Jehu @michaelsayeth fellow anarchists quit being vaginas :P like jr high up in this bitch,offensive_language,True
@alammus small man syndrome usually deep down they're huge pussies so they join the authority to compensate their weak ego,offensive_language,True
@alanaaaaaa_ pussy,offensive_language,True
@alanaaaaaa_ why are you laughing . That's you hoe &#128514;,offensive_language,True
@alberdough check cashing on the corner of El Cajon and calwood it's across the steer for pollo loco,normal,False
"@aldofelix naw dude I wish, they're white trash",hate_speech,True
@alesiahenderson wat a faggot,offensive_language,True
@alexbenovich more than you run pussy,offensive_language,True
"@alexiscarfield Thought to myself SHEEBA-SHEEBA, got my ass lookin' like a zebra!",offensive_language,True
@alexiscarfield ya damn right nigglet! :D,offensive_language,True
@alexissert leave dyke,hate_speech,True
@alexissixela__ stfu youre a pussy sit your ass down with all that noise,offensive_language,True
@alexisxisabel death to attention hoes,offensive_language,True
"@alexnolan1990 @claddos @takutaneka @regankelly91 ill give you a tip, beware of the ugly birds who hide behind massive lensed sunnies!",normal,False
@alexrice_ wow your like 3 years late bitch,offensive_language,True
@alexrojas_10 pussy,offensive_language,True
@alexrojas_10 yo fag Rojas,offensive_language,True
@alexxx_carr18 @Nick_504_ sitting here talking about what u would do or gonna do that's something My bitch does,offensive_language,True
@alexxx_carr18 bitch what?,offensive_language,True
@aliciaNOTalisha idk ? I went to to the school like a week ago and the bitch gave me a paper and shit telling me my classes paid for and,offensive_language,True
@alisha_serv thats wassup how u got bitches sending you booty pics tho lol,offensive_language,True
@alizahwi Make yo bitch open her legs.,offensive_language,True
@alliemathews tweet but don't text back ok fag,offensive_language,True
@allsportsbruh how? All of the QBs we had before this season were trash. They brought in a veteran so they could have someone to play,normal,False
@allsportsbruh literally retarded. You were dropped on your head.,offensive_language,True
@allsportsbruh you say waste a draft pick on Manziel when we have Mallet. that's why I'm telling you to delete your account. You're retarded,hate_speech,True
@allyssasss I was a fag back then,offensive_language,True
"@almuirSI Probably, yeah. By most accounts, he has the personality to handle it though. And he can wear a yellow suit if he puts up points.",normal,False
"@alneeZy hung with all dudes and wasn't fuckin no bitches, so. @MauiMescudi",offensive_language,True
@alwayznpolo fuck all cops. and fuck you too tarah. bitch your elongated nose is shaped like a horses dick. @tarah_dactyl_,offensive_language,True
@alyssadugan15 cry about it. You still can't even talk to me even though I'm supposedly the shady bitch that won't confront you lol,offensive_language,True
@alyssawiens faggot,hate_speech,True
@amandabynes i can give you some of my clothes so you can look like a cute dyke,hate_speech,True
@amarierubio chink eyed !,hate_speech,True
"@ambitiousBree trueee, but I can't wait til the day a bitch try me!!!!",offensive_language,True
"@amck73 And because it sounds like there is NO prenup, he's gonna cash in, not her. He apparently has ghetto credit. 'magine that?!",offensive_language,True
@ameriC00N @joeylattime Christian keep laughing and me and him will fuck u up instead pussy bitch,offensive_language,True
"@amyklobuchar he was 17 not 16 &amp; he tried to beat up a much weaker ""creepy ass cracker"" that is why he is dead. If Zimmerman was a woman...",offensive_language,True
@anandpradhan @kavita_krishnan funny to read retard liberal tweets. But Anand u didn't delete salwar tweet. Anyway say hi to #DigVijaySingh,offensive_language,True
@andersonDrLJA i'm so sick of self serving politicians standing by while BO trashes America. #WeAreRepublicNotRegime #ImpeachObama,normal,False
"@andreajmarkley @gantaro47 Yes, sorry grant, i'm a bitch so i'm going to ignore you like most libtards ignore the majority voice....",offensive_language,True
@andrewzoudo @BlVckbricks I'm still gonna smack the fuck out them. They trying to act hard over twitter. Haha pussy ass niggas,offensive_language,True
@anepicname only reason I wouldn't give it up is I ahve a fucking CATALOG on this bitch. Arcade games were fire.,offensive_language,True
@angelo_GL @Tommy_Russell_ yall aint gon get a stitch of pussy....,offensive_language,True
@angelo_GL oh yea a-lo aka mr bitches lmao,offensive_language,True
@angelo_papale lol now all ya need is sum beacg bod abs pussy boy,offensive_language,True
@anggxo get off my twitter fag,offensive_language,True
@anniec0429 ugly white bitch,offensive_language,True
"@antiamnesty @AppSame @WhiteHouse 
I agree 100%. No naturalized citizenship, no anchor baby amnesty. All go to parents country of origin.",normal,False
@apmorales96 gotta keep fighting bro Thea hoes just trying to bring me down. #thestrugle,offensive_language,True
"@aravosis May I jump in u ball-less dick-wad? As a conservative, feminist, disabled vet bitch, I wish u luck with a capital F. @DLoesch",hate_speech,True
@areuseriousrn @harmon_lauren it's okay I'll get bitches on this dick anyway but thanks for the tip,offensive_language,True
"@argylegray @JTrevorHowerton @HollyRFisher I don't give a flying fuck what you think about my tweets, worthless teabagger scum.",offensive_language,True
@ariennajanee its mutual my lil yellow bone&#127827;,normal,False
@ariennajanee thats why youz a yellow bone &#128155;&#128155;,normal,False
@arionnee cuz you know i was playing witchu i aint call yo mama a bitch or say yo brother ugly af did i?,offensive_language,True
@arionnee smh iont understand it but fuck it more hoes for me &#128527;&#128514;,offensive_language,True
@artiequitter fuck 'em if they can't take a joke! liberal pussies only think jokes about sarah palin &amp; daughters are funny.,offensive_language,True
@aschops absolutely agree with that statement. It's just so amusing how angry it makes all these teabagger scumbags. That alone is worth it.,offensive_language,True
@asdfgheatherr no not tonight you're gonna hoe tomorrow,offensive_language,True
@asheZ29 @mskyleighmarie bitches &#128530;,offensive_language,True
@ashhruggiero happy birthday queer,hate_speech,True
@ashley_smith20 colored contacts,normal,False
@ashleyasatu lmaoooo I'm calling her a hoe and I'm mad? Shutcho uglass up,offensive_language,True
@ashleyrike sick bitch!!,offensive_language,True
@ashleyypat17 if im trash ur trash since we baes now,normal,False
@asiahh__ alright bitch I hope someone deletes your life suck 30 dicks and get hit by 2 buses,offensive_language,True
@asiahh__ nah I replied to you like I did to literally everyone else who called it trash... Go and check if you don't believe me,normal,False
@asshole_king oh no. They drafted that gay ass that come out on TV? Well u welcome to Redskins nation. No queers just a lot of niggers.,hate_speech,True
@asshole_king pats owner is a kike.,hate_speech,True
@asshole_king with pills that nig will last 4 years. Like magic j .That nig should hav died years ago. Y'all the first team to draft gay.,hate_speech,True
@assholee813 such a hoe,offensive_language,True
@atheistfront @CutRealty @A_M_Perez @ATHE1STP0WER yea spell check is a bitch... lets stay on topic,offensive_language,True
@atownbrown08 @CarmineZozzora LOL that hasn't worked well for black folks in the past. They better bring a few crackers with um.,offensive_language,True
@atspace your 2. And 3. Nigga them hoes suck wayans brothers are not funny at all Jamie foxx should be number 2,hate_speech,True
@aurabogado el negro?,normal,False
@austin_farrar yeah way to block me fag your scared you go and hit girls how tough does that make you? Tough enough to know I'd beat...,offensive_language,True
@austin_farrar your a fucking queer faggot bitch,hate_speech,True
@austinrea_ @sbsylvester @hunterbuch66 @kieffer_jason bitch that's wtf I just said and its not Christopher it's Chris mf,offensive_language,True
@awfulbot are you a pig or are you a bird,normal,False
@b0ss561 just beat the pussy up,offensive_language,True
@b0ssladyRe go to sleep bitch,offensive_language,True
@b0ssladyRe lmao you wish bitch,offensive_language,True
@b0ssladyre just ate a wees brownie and is seeing random cats,normal,False
@b0ssladyre lmao they know who the kitty master is !!!! Don't hate bitch,offensive_language,True
@b1gsean21 lets just say hellen keller makes better brownies,normal,False
@b_scheich &#128072;&#128166; salute a bad bitch,offensive_language,True
@b_shiznitt @italian_montana wtf you bitches seen this without me,offensive_language,True
@b_shiznitt cum thru bitch,offensive_language,True
@b_shiznitt fuck off bitch,offensive_language,True
@b_shiznitt fuck you bitch,offensive_language,True
@b_shiznitt wanted me to let everyone know he downloaded the whole Acoustic Justin Bieber album #fag,offensive_language,True
@b_shiznitt what's good pussy,offensive_language,True
@b_shiznitt you lying bitch,offensive_language,True
@baaaabyshaaaay_ My niggah!!,offensive_language,True
@baaaabyshaaaay_ Ununnnn what plans? Text me niggah!!,offensive_language,True
@baaaabyshaaaay_ Yassss bitch!!,offensive_language,True
@baaaabyshaaaay_ spitted sprite on you? niggah with yo smart ass mouth you deserved it. &amp; well stfu! lol,offensive_language,True
"@babynacca @Zneezy2Good both you boys need some pussy, damn.&#128521;",offensive_language,True
@babyspittle @Kimmyincali @MartiniShark @SenatorReid Still blaming Bush? Fucking retard,offensive_language,True
"@bad_boy_six @ksteven37 
Here ya go wetback, eat this.. http://t.co/kf6PgZvH5G",hate_speech,True
@badluckbella_ that's lil nig &#128526;,offensive_language,True
@badnewsbridget @MorbidMermaid @EvanBecker513 you're a lying sack of shit because I know you love me #lesbian #jk #jkbridgeturstraight #fag,offensive_language,True
@badnewsbridget lol fag,offensive_language,True
"@badshah200 Ur pal @STLAbuBadu threat2 ""apostate kufar""&gt;""I cld cut ur neck w/sword of islam &amp;watch u squeal like a bitch like Daniel Pearl""",hate_speech,True
@baileymw22 you're the sole reason I come to that chipotle incase you didn't know. Keep up the good work babe,normal,False
@ballzahoy cowboy killers.&#128525;,normal,False
@basedgvbe trash,normal,False
@baskgod nah it's just Clowney being a bitch nigga,offensive_language,True
"@bayjackson3 lol it's a crew, not actual hoes",offensive_language,True
@bbhairs when you get famous I'm buyin yo art so me and my bitch can have dat shit all in da crib,offensive_language,True
@bbluedreamm @chris_cruz1 @Hunglikerobby_ Kenna stfu? Quit bein a bitch I was tellin Robby to stop?! God.,offensive_language,True
@bbluedreamm @chris_cruz1 @Hunglikerobby_ don't be a bitch then?,offensive_language,True
@bbluedreamm @kelliestebbins how original you faggots&#128530;&#128557;,offensive_language,True
@bbluedreamm bitch don't reply&#128524;,offensive_language,True
@beautifulbeeee yes!!! Every guy is a bitch today...lol...smh,offensive_language,True
@beejohns1 is gonna find himself a redneck girl one of these days &#128143;&#128514;,offensive_language,True
@beenlame @FuckTraVonn faggot,offensive_language,True
"@beepbeepamanda Today was Talk Like A Pirate Day, and absolutely NOBODY knew Id been doing a Charlie Morton impersonation all day.",normal,False
@beesands10 But that's what you call white trash with money!!!!!,hate_speech,True
@bellaangeletti no ud still be a fag if I was lolz,hate_speech,True
@bellaangeletti ur a fag,hate_speech,True
@benshapiro just more #teabagger babel. these are the same fucks that masturbated to @TimTebow - they just HATE it when gays r successful.,offensive_language,True
"@bernadettvajda they always put gingers in red, yellow, or leopard print.",offensive_language,True
"@bestassbestface omg ur finally losing ur patience. ""Cause ur a hoe!"" I love it. &#128514;&#128514; can't stop laughing.",offensive_language,True
@beth4158 no steak here either. No hurry on brownies. Just that picture u posted made me all but drool on my phone. :),normal,False
@betysweetcocker that's white woman pussy,offensive_language,True
@bigDickdoane positive thoughts nig nog &#128522;,offensive_language,True
@big_business_ lmao dog just type them out and let them faggots try to decipher it.,offensive_language,True
"@big_msudawg11 oh state, just enjoy your trailer trash and your sub par sports.",normal,False
@biggerboat99 please be a little depressed bitch the entire time,offensive_language,True
@bigksmoove them hoes look good,offensive_language,True
@bigshaadswerver @Alejandro_Bihhh I haven't seen that hoe,offensive_language,True
@bigshaadswerver yea TJ in this hoe dunking everything TK hitting shots and Juelz handling the bitch,offensive_language,True
@bijoudulcet geminis rule hoe. &#128524;,offensive_language,True
@bill_gaines @MorningJoe ATF is in charge of prosecuting cases and the #teabagger Republicans won't confirm a director to lead the agency.,offensive_language,True
@billyeichner Since @TomCruise will be a hoser... hi.,normal,False
@billyrunaway Hope she's larger than a bird.,normal,False
@binniemouse bitch don't kill my vibe,offensive_language,True
@bitchdicknigga yeah cum itch my slit baby cakes,offensive_language,True
@bitchdicknigga you're a fucking nigger,hate_speech,True
@bitchkrieg HBIC....... Head bitch in charge. Lol,offensive_language,True
@bitchkrieg like the new AVI. My Twitter is retarded and shows you in the cubs hat but when I stalk your profile it show the new one,hate_speech,True
@bitchsides you're a bitch Ihy,offensive_language,True
@bitty_boop @Oreo cookies sound wonderful.,normal,False
"@bjohnson613 This is why I follow and love you, Bill. I may bitch at you, but I'll never quit you.",offensive_language,True
@blackrepublican how long after the name change will al memorabilia w/redskins name be deemed racist and therby illegal?,normal,False
@blackymiles lol to get the yellow bleach stain out use a baking soda hydrogen peroxide paste on the stain and throw in the washer,normal,False
@blakeshelton I'm coming for you bitch boy!!! http://t.co/yASXoqnLEA,offensive_language,True
@blastmccurdy in your dreams little leprechaun hemroid,offensive_language,True
@blowme you mean trash.,normal,False
@bm00re43 bitches naked**,offensive_language,True
@bnp We are being overrun by mongrels because ZOG or the Jews that run our countries want the white man to perish.,hate_speech,True
@bocgeogaddi @anepicname lmaooooo epic bird wins.,normal,False
"@bogglethemind83 @AJ0427 Was about to fly to Portugal &amp; open a can of whoopass since they started to zoom out during ""Still run this bitch""",offensive_language,True
@bongwynnn wow what a faggot,offensive_language,True
@bonnoxxx &#128514; nah bitch u addicted to spazzin fasho fuc molly tht shit happend 1 time and lean scarce so stfu hoe ass go spazz on sum thot,offensive_language,True
@bonnoxxx &#128514;&#128514;&#128557;&#128557; since day 1 u remember tha bitches in alabama lmfaoo #BIG,offensive_language,True
@bonnoxxx &#128557;&#128557;&#128557;&#128557;&#128557; how u kno im talkin bout you bitch lmfao,offensive_language,True
@bonnoxxx haha bitch ima draw a webb in bullets round yo fuggin forehead #BeamThat bitch i know where you reside,hate_speech,True
@bonnoxxx nah she said you a fag,hate_speech,True
@bonnoxxx u smokin that 87 bitch,offensive_language,True
@bonnoxxx yea cuh a bitch fuc donald sterling .. Cuhz pimpin tho,offensive_language,True
@bossliyah_ DM me your number hoe,offensive_language,True
"@bosxe it worked, bitch!!!",offensive_language,True
@boxingscene @RPopBox @BronzeBomber @boxing this Charlie Z really does need mental help check this out http://t.co/CkBS6WcZu1,normal,False
@boxingscene Danny will be in deep deep water at 147 too many badass sons of bitches up there,offensive_language,True
@boxingscene nobody is ever gonna take this ass clown serious again what a lil bitch,offensive_language,True
@bradley_eckman don't say shit like that lil nig .. Or I'll give you a &#127812; stamp,offensive_language,True
"@brandonDGK420 the only boards I still have from them are just the tie dye ones, monkey edition, black and silver , and the newest ones",normal,False
@brandon_even Them aint the bitches im talkin bout &#58386;&#58386;&#58386; aint no jungle fever over there LOL,offensive_language,True
@brandynasty bitch nigga dont get all but hurt,offensive_language,True
@brendacoyt_3 : Ayee Ayee it's my snow niqqa &amp;&amp; it's for my bitches to slide to my crib,offensive_language,True
@brendacoyt_3 : I got them bitches snowboarding to me &#127938;&#127935;&#10052;&#65039;&#9924;&#65039;,offensive_language,True
@brendacoyt_3 : ahah chill my bitch look better &#128514;&#128514;&#128514;&#128527;&#128076;,offensive_language,True
@bri_shackelford @bellaangeletti sorry dyslexia is a bitch,offensive_language,True
@brianabrazilian oh... my phone is some trash! but you knew that!,normal,False
@brianholmes2700 I &#128154; you bitch,offensive_language,True
@brianholmes2700 god doesn't send retards to hell,offensive_language,True
@brianholmes2700 pussy,offensive_language,True
@brianholmes2700 you a drunk bitch,offensive_language,True
@brianstelter took uber yesterday. Advertised as 20% &lt; NY taxis but was actually a yellow taxi at same price. #uber,normal,False
@briere_alex bout time bitch,offensive_language,True
@britneyspears not that it matters but im proud of ur little ass! im n old southern bitch. hang n there baby!,offensive_language,True
@brittbritt_naay &#128514; I'm a wexican,normal,False
@brittneycordova don't blame me hoe.... I'm innocent &#128520;,offensive_language,True
"@britty_jurgens a music suggestion is ""lil spook""",normal,False
@broneadams yo bitch stay lookin like a clown,offensive_language,True
@brookbristow @BigAssMoustache people gotta bitch about something.,offensive_language,True
"@brookeschade @piperleigh_ @cass_uhhh_deee @baylee247 all of yall stfu, your all pussies and won't do shit",offensive_language,True
@brotherbill7 thirsty hoes &#128129;,offensive_language,True
@brrrrangadang this nigga &#128529;&#128529;.. know damn well you a coon,hate_speech,True
@bsails33 dyke ron&#127752;&#127917;&#128514;,offensive_language,True
@buffprobzzz the dude took off running like a bitch!,offensive_language,True
"@burke113 @donthebear ""..the nig..""? ok, you're the big time shit talker on twitter no name, no face, no info",offensive_language,True
@butterfliesblue I heard green tea makes you lose weight.... And Imma coon so that explains the watermelon,normal,False
@bygbootiejuliie just FaceTime Doms bitch ass,offensive_language,True
@c00ntact @KevinI bumcia is trash smfh I would've thought he would have gone after Khan but what you said makes sense,normal,False
@c_drew_ I'm guessing so. The players are talking trash.,normal,False
@c_mccann23 fuck yes we are &#128540; triple xp nigguh,offensive_language,True
"@caitnicole3 I'm not sure, I'm a broke nig &#128542;",offensive_language,True
@cakedjake We're laying rock around our lake. You're welcome to join a redneck workout. #muscles &#128170;&#128513;,normal,False
"@calissstaaa cause you're a damn border bunny, you forget already?",offensive_language,True
@calumlove1997 might havti give you a visit. This cunt isn't going to have a family when im done.,offensive_language,True
@cambreezy_ @AndrewWayne2 @thereal_EMandM it ain't retarded. He's my cousin. Lmao.,offensive_language,True
@cambreezy_ @TheLittleFella_ she spelled faggots with an e you're so cool lol,hate_speech,True
@cameron_ast @lanahudsonnn @ijrojo bitch shut the fuck and follow what u say nigga,offensive_language,True
@cameron_ast @lanahudsonnn are u fucking still talking bitch I wanna see that I don't give a fuck about your ugly ass girlfriend son,offensive_language,True
@cameron_ast @lanahudsonnn bitch and the fuck u wanna do about then nigga stfu talking and do something,offensive_language,True
@caraabastow That's a cute and fuzzy one...hehehe ;),normal,False
"@caritoguey 02' Charcoal 7s are pre-owned, no sole wear or scuffs Size 10.5, Cherry 12's DS size 11.5",normal,False
@carlybaejepsen trash,normal,False
@carlybutler96 just texted yea queer bait &#128536;,offensive_language,True
@carolinebakkk those were bumblebees....,normal,False
@carpedehope not if you're standing in btw the yellow lines,normal,False
@carterboy_leake @italian_montana @tyg235 chill your dad gets more bitches at school than you do griff,offensive_language,True
@cass_uhhh_deee do it pussy,offensive_language,True
@catleesh_ I have small pussy size plugs,offensive_language,True
@caycifish What is that monkey doing to those poor bottles?,normal,False
@caykelly16 @MadisonEarhart u guys are fags.,hate_speech,True
@caylanashlee cause everyone just loves yo bitch ass rite? Yea sure...,offensive_language,True
@caylinwillis Fuck the Yankees,offensive_language,True
@cb_marie as u should that's jus a clutch ass spot bitch we in there for the turn up &#128553;&#128553;&#128553;,offensive_language,True
@cb_marie bitch yessssssss&#128586;&#128551; omg I jus saw one of em yesterday I'm in disbelief I rode by like oh that's court bro now I'm lost,offensive_language,True
"@cbfollowheidi black girls are so funny, why can't you talk literate? It's pathetic, dick riding die hard fan rofl, you disgust me, retard.",offensive_language,True
@cbfollowheidi bye ugly hoe please do something about that nasty horse hair weave.,offensive_language,True
@ccass357 @Liveitupjersey real Serious in CT! Bunch of whiney cunts!,offensive_language,True
@cdnrod And they bitch cause police showed in force.They were the only thing preventing them from getting turned in2 road kill #I70Shutdown,offensive_language,True
@cgoodwoman @stevenadamswv Crystal probably only person in world interested in my poor black hillbilly:Jamaica::poor white hillbilly:WV idea,normal,False
@chandraingram95 sounds like you bout to smack a hoe,offensive_language,True
@chanel_2Playa @TODDIE_soPLAYER nigga you proud of 80% I was in that bitch 99.99% the .01% is from me going to get the weed out the car,offensive_language,True
@chanelisabeth @Emmasayshai #icanhashtaghoweveriwant #bitch,offensive_language,True
@chanelisabeth I drive illegally retard,offensive_language,True
"@chanelisabeth I'm subtweeting my sister, hoe",offensive_language,True
@chanelisabeth cuz ur a bird bitch,offensive_language,True
@chanelisabeth fuck yo bitch ass then,offensive_language,True
@chanelisabeth that nigger music,hate_speech,True
"@chanelisabeth well you're a first class bitch. So go on with your bitch life, bitch",offensive_language,True
@charlieecai ok!!!!! Stupid bitch,offensive_language,True
@charlierose @jdickerson racist @NorahODonnell Texas trash GWBush came to WH numb remember he and Republicans stole the election,normal,False
@charlierose @jdickerson racist@NorahODonnell Tx trash there's no comparison betwn Pres Obama n GWBush rt poll will show He's supported 100%,normal,False
@charliesheen Charlie PLEASE STOP. from 1 ole fart 2 another...,normal,False
"@charliesheen Charlie, im an old lady. don't EVER SAY UGLY THINGS ABOUT UR CHILDRENS MOM.. I GET IT!!!, JUS DONT! BIG HUG",normal,False
@charloosss @keepitplur @nicoleariel_ I'll chug my tall can . but homegirl won't approve lol,normal,False
@charmarie hoe you are doing good too!,offensive_language,True
@chase_wickett @LangKeaton bitch im waitin on my chicken nuggets,offensive_language,True
@cheetahxcheeks lol trash I would of kept it if she was cute,normal,False
@chelsiielynn &#128514;&#128514;&#128514; you tried to bit my bottom lip off like it was a snack bitch,offensive_language,True
@chemicalkidss this bitch look like a fucking white trash Trailer park queen lookin man bear pig. http://t.co/fqyXLJYIET,hate_speech,True
@chesteredits @nacbiller not as bad as a former PsyQo nigger THAT LIKES ANIME,offensive_language,True
@chloeforsale wigg I love you bitch &#128536;,offensive_language,True
"@chris2x @NevadaPR Camels, ostriches and zebras! See you at the races! #VCCamelRaces",normal,False
@chris_hardardt7 pussy?,offensive_language,True
@chrisbickert i want it! I love her gooks! she is awesome where did you get it?,normal,False
"@chrisbrown @cmpunk If by ""amusing"" you mean ""Makes you cry like a bitch,"" then yeah, I'd agree.",offensive_language,True
@chriscurtis410 I agree the fat bitches the only girls left not gettin passed around,offensive_language,True
@chriscurtis410 they be tryna b on the low but one day these bitches gonna realize some niggas talk more then them l&#128514;,offensive_language,True
@chrisrmz95 dude was a bitch nigga and took off running,offensive_language,True
@christianvansly haha I'm shocked barca got more yellow cards this time,normal,False
@chucktodd @meetthepress he was walking &amp; 3 little birds pitch by his doorstep. Singing sweet songs of melodies pure &amp; true. Saying ...,normal,False
"@chvrlesGoldie like Hov said ""we all ghetto b"" lol",offensive_language,True
@cj_menaa1 &#128553;&#128553;&#128514;&#128514; nigga doing the duggy on dem dead hoes lol,offensive_language,True
@claire_ming get some orange hoe,offensive_language,True
@clangloisss hmu negro,normal,False
"@claraoswined cute, but I love her yellow raincoat the most, the contrast with that&amp;her hair looks so cute! :P I love her face in your icon!",normal,False
@classy_girls bruh u such a pussy just talk,offensive_language,True
@cleggzta Ho ho ho.,normal,False
@clfrew27 bitch,offensive_language,True
@clfrew27 ill slap a hoe,offensive_language,True
"@clinchmtn316 @sixonesixband AMERICA today, the rule of thumb is: when in doubt, blame ""whitey""",hate_speech,True
@cluis838 them peeps who bitches,offensive_language,True
@cnnbrk let me guess they have yellow cake too? Same crap different president,normal,False
@coL_ACHES Why do you bitch about everything?,offensive_language,True
@cody_laws @ me bitch. When and where?,offensive_language,True
@coffincreepxx you had to throw in the faggot word smh smh smh,hate_speech,True
@colinkane ur the tool for posting a vid of a dude pacing! Especially when u were too pussy to film his face!!!,offensive_language,True
@collegefession you are a bitch!!!!,offensive_language,True
"@collinaudre - see, that's why ya ass never need to go out. tryna go ape shit.&#128514;",offensive_language,True
@contrarian11 @YouTube yeah. great song. just watching the MSG concert of 1990 Yankee Stadium gig.,normal,False
"@coolieDAGGERA @CapoToHeaven why wld u wanna be a faggot, dude? That's faggot like",offensive_language,True
@coolstorysam @MorgannnDee i thought you had some fucked up birth defect that made your nips heart shaped lmao.,offensive_language,True
@cooney_mane @nflcommish it's not right but it's the rule. The nfl has a strike policy for drugs and josh Gordon is retarded,offensive_language,True
@corey_emanuel bet... My trash ass self is just that petty,offensive_language,True
@corey_emanuel bet.... Pay back is a bitch,offensive_language,True
@corrinybug YASSS bitch YASSS! I wonder if penny passed &#128514;,offensive_language,True
@coryw182 I'm tired bitch &#128532;,offensive_language,True
"@coughlan616 Youre racist against white people whigger. Anti-Racist is a codeword for anti-white.
Anti-zionist is a codeword for antisemite.",hate_speech,True
@covrtneyyy that was for other bitches lol you cute tho wassup GIMMI YO NUMBA&#128299; IMMA NATURAL TOO LMFAOO,offensive_language,True
@craigcalcaterra Hes behind the plate for the game tonight here in AZ. Im looking to buy a red&amp;yellow Balkamania shirt I can tear off there.,normal,False
@crazy_mike97 Hold it you fucking bitch,offensive_language,True
@creepgoddess @iPostDickPrints hell no! Where is the pussy print page?,offensive_language,True
@creepgoddess oh? He still talking to other bitches I bet. NONE of my biz tho,offensive_language,True
@creoleblood @HighClassCapri @verkannt__ like what u bitches wantttt (dmx voice)&#128553;&#128553;&#128553;,offensive_language,True
@cristiannt_ bitch I back shit up fuck nigga,offensive_language,True
@cristiannt_ bitch am not gonna shut shit up feel free to join them,offensive_language,True
@cristiannt_ nigga you beat who ass bitch we've never even fought so u need to stop making up shit and bring yo ass with them,offensive_language,True
"@cristiannt_ wow I was like 12 or 13 fighting people in high school, then bitch unfollow me fuck nigga",offensive_language,True
@crocodile_Craig bitch y u ain't come to school,offensive_language,True
@crushwb sup my nigga.. cracker.. home boy.. what ya know that .. blah... forget it.. hey to ya.,offensive_language,True
@cryancarfield haven't you ever heard the story of the birds and the bees,normal,False
@crystalkethry &#128680;&#128680;&#128680;&#128680;bad bitch w dreads alert,offensive_language,True
@ctrembz be sure to follow it up with a fabulous bitch face,offensive_language,True
@cubvn_ girls that want to hold on to they hoes and act like they can't show off they boyfriends,offensive_language,True
"@cullenbunn Maybe Baylee Ann, Tater Pud, Nurse Fester, Charlie Chainsaws, &amp; Mama Rot should be their own team?! Next time in PunisherMAX!:-D",normal,False
