,text,category,label
3155,Royal Enfield is icon... its not possible to shake image,normal,False
3156,Bank of England is ready to infuse £250bn of additional funds into the economy to help it tide over the economic crisis likely to be caused by Brexit.,normal,False
3157,So called #GauRakshaks..... Claim that they r protecting 🐄 in d mother #Gaumata.... And dese #Gundaz sell der mother in d market...#Export der mother to the other countries.... when shes of no use for them...... #Shame on dese #Bhakts....,normal,False
3158,communal feelings on peak in so called multicultural country,Overtly_Aggressive,True
3159,Pappu is on leave till next election :D,Overtly_Aggressive,True
3160,"Dear Indian Express, I feel sorry to write that your journalists are out there to misinterpret events and present them in a distorted manner just to make some sensational headlines. The news about upcoming singer Nahid Afreen has been prepared without proper research and investigation. It was very sad to see that your journalists don't even know the difference between fatwa and appeal. A fatwa is a non-binding legal opinion issued only by a qualified jurist (Mufti) on a request by someone who is unable to understand religious guidelines whereas the leaflet that is being circulated and presented as Fatwa is just a hard copy of an appeal signed by 46 men who believe in religious practices. The merit of appeal can be discussed on many grounds and in many dimensions but first and foremost, an appeal can not be called a legal opinion (Fatwa). We expect apology from your side for such a mistake.",Covertly_Aggressive,True
3161,sharukh travels in a broad gauge ......steam engine reporter can stop whistling for every steam during the news,Covertly_Aggressive,True
3162,Agreed..,normal,False
3163,Heheheh how can you suppose that they care about their image? They (Pakistani) are heading toward to sell whole nation to China in the name of CPEC.,Overtly_Aggressive,True
3164,"Matt Ellis I would not believe a thing israel says, as israel lies like its sugar Daddy america. It too claims to be a country that cares but when you look behind the curtain there is nothing but lies, Hatred toward others and Death",Overtly_Aggressive,True
3165,Will metals rally for sometime now,normal,False
3166,Ram NATH ji Goenka must be feeling shame on his successors...,Overtly_Aggressive,True
3167,"Really Mr. Jack, then Plz reveal how much black money is destroyed, banks received around 99.8% of 1000, 500 notes back in accounts then where is the black money.",normal,False
3168,He should be allowed to travel in goods train carrying beasts..he is as worth as they are. That luxary is more than enough for him (it!!!).,Covertly_Aggressive,True
3169,Not surprised! Perhaps u did not hear d news of launching of cow -ambulance service in UP recently. No ambulance service for poor n needy but focus is on cow.Ridiculous!,Overtly_Aggressive,True
3170,"Haha, so 60 years no development, only loot !!! Good you accept now !!",normal,False
3172,Heh turkey is the 3rd class pathetic country i know.,Covertly_Aggressive,True
3173,Don't u think u r going too far u Son   of a B****........#Nigam,Overtly_Aggressive,True
3174,BJP won 81 seats more than 50 seats of 2012. This is not win at all .84 seat win of Siva sena is land mark win according to this toilet paper,Overtly_Aggressive,True
3175,"�

 ♥PYTHON♥BOT♥TEAM♥

♪----» TAYYAB-XD.TK «----♪

♥♡o. BOT OWNER 💢 TAYYAB KHAN 💢",normal,False
3176,Surgical strike by Pakistan and we do surgical strike through media! Long live Modi diplomacy!  #SaveIndia,normal,False
3178,Digesting cattle food,Covertly_Aggressive,True
3179,Mr. Kunder correct your facts. Prove it he is goon.,normal,False
3180,"Illiterates have started teaching to highest literacy rate people now.
Do u know ur literacy rate in world among muslims ? It is just 0.27%.
Horrible..! The lowest literacy rate among all religions.",Covertly_Aggressive,True
3181,Our Hon'ble governor is Best  But Some one not ......,Covertly_Aggressive,True
3182,For maintenance bajaj will keep the bike and you have to get it from the workshop when u need it,normal,False
3183,Sitaram Yechury is an amiable person from the Marxist lobby dominated by the hardcore ideologues.As a member of the upper house he contributed very constructively.,Covertly_Aggressive,True
3184,you mean investment made with relations and friends of the above,normal,False
3185,We Still support Modi sarkaar rather than Chor Congress...Modi sarkaar is much more better & stronger than Chor Congress...,Overtly_Aggressive,True
3186,"If it is to be banned, then it should be banned for all other religions as well.",Covertly_Aggressive,True
3187,Jio Effect. Its like Modi { Jio } and rest all.,normal,False
3188,You can not escape from the sin of promoting this useless fellow,Overtly_Aggressive,True
3189,ex pm spoke jst wt he has to speak as opposin member.other than ntng,normal,False
3190,Sanghi dose mila hai Annaji ko fir se kyunki  Delhi me jo MCD election hai filhal.. Ab sab ko samajh gaye hai Lokpal aur corruption crusader kitne paani me hai aur kis k saath hai.,Covertly_Aggressive,True
3191,This is time invest in bank stock specially SBI & Icici?,normal,False
3192,Who care what she eat... Even she eat poo we don't care,Covertly_Aggressive,True
3193,If i live in the country where mob behaves like this and have licence to kill then i feel shame...by ur logic..taliban is also right who stone to death people...,normal,False
3194,Time to #LaughAtDeath. Have you tried it yet?,normal,False
3195,"Time come to close JNU  by government. 
Why this type of Institute is run by wasting our tax money. 
If JNU students have guts then please earn some money then pay your fees. 
Why tax payer money wasted. 
SHAMEFUL",Overtly_Aggressive,True
3196,4 people died and Indian express finds humour in it..rip journalism..,Covertly_Aggressive,True
3197,Lol Indian army 🐶pig army ha world 4 largest and 4 time greater  can't fight with  Pakistan  😂😂,Overtly_Aggressive,True
3198,Modi banded 500-1000 notes. So his next step should be to band congress party,Covertly_Aggressive,True
3199,"Transformational and reinventing sustainable India. Also, rebuilding credibility of core Hindu value of live and let live with mutual respect for all.",normal,False
3200,Kashmiris also not against people of india but Indian occupation,normal,False
3201,What does the word cost mean? Does it take foreign debt into consideration? Does it consider human wealth?,Covertly_Aggressive,True
3202,Cnbc tv 18  knocks out  competion  on BUDGET  congrats,normal,False
3203,Fcuk off Shikha Sharma,Overtly_Aggressive,True
3204,"Mr. Narang it's just the matter of time, I am not stupid enough to believe that govts works for the betterment of masses.. you need to read thoroughly The Prince by Niccolo or the Republic by Plato. I am sure once this govt complete it's term in the office we will have bigger scams to quote... And that's what Dr. Manmohan Singh is talking about...",Covertly_Aggressive,True
3205,hope car occupants are safe and unharmed.,normal,False
3206,"Hello, what will be Sun pharma in short term and long term?",normal,False
3207,Tit for tat in the same way....modi request u to plz do action asap...,normal,False
3208,For what reason?ifu,Covertly_Aggressive,True
3209,"Nothing new on it. Indians only gossip, take action instead of spreading failures",Covertly_Aggressive,True
3210,"It is remain to be seen how INC (UP-UTTARAKHAND-MANIPUR) will  attract FIRST TIME highly tech savy voters towards the INC as spikes in the recent UP poll pc points to the massive participation of this section in the poll. Moreover, MANN KI BATE directly points to this section relentlesly✔",normal,False
3211,I want to upgrade from my 180 CC to 400CC,normal,False
3212,tech mahindra down nd other it stock up like tcs infy wipro..,normal,False
3213,she is just doing a cheap publicity stunt. may be she wants to be in big boss.,Overtly_Aggressive,True
3214,Its like duke 390 why they took so much time to launch it.  Just give a name & changing some out look & reduce price ????,normal,False
3215,No respect for him now,normal,False
3216,Sehwag your comments made  no  sense  at all.   You should  not have made the stupid comparison.  There is a big difference cricketer  and a martyr .,Covertly_Aggressive,True
3217,"I bought One Plus 2 just about two months ago..2 days back I dropped it and got the entire screen cracked. Though it is working fine.
But I am not able to repair it due to unavailability of service centre in Jammu & Kashmir...
It's frustrating",Covertly_Aggressive,True
3218,"That's what happens when you can't discern between a military activity and an act of barbarism.

   Remember the NLI, bodies of whose soldiers you refused to acknowledge during kargil conflict.

    So, keep your knowledge to yourself and live in your own fantasy land.",Overtly_Aggressive,True
3219,Cows are definitely gonna vote for Modi ji in 2019 ;),Covertly_Aggressive,True
3220,congress mukt bharat k saath saath Tumlogo ka v safaya ho jayega.....haram khoro..... 3 Yrs me 5000 Hindu ka converstion hua islam me .....is par kya bologe.....chutiya.  Party of India CPI.....,Overtly_Aggressive,True
3221,Why am I not surprised. Another dictatorship begins to form,Covertly_Aggressive,True
3222,A true legend... simply unparalleled... kudos to the greatest philanthropist...,normal,False
3223,Stupid survey 👎👎👎,Overtly_Aggressive,True
3224,Anna Hazard is a novice now. His voice has got no value.,Covertly_Aggressive,True
3225,Isro copied my face book technology ---as simple as that,normal,False
3226,Well Kuwait is an American colony isnt it?,normal,False
3227,This time your post is much more positive then previous one Sir @udayan mukherjee :D,normal,False
3228,We have enough support already . Turkey isn't our ally more like a traitor & have come to solve Kashmir issue lol,Covertly_Aggressive,True
3229,"I support his speech, RSS is divider of country, they do not want to stay peace in India. communal",Overtly_Aggressive,True
3230,"Perfect example of ""Vridha asharam- when people can just see and repeat words which they have heard in early morning "" Indian media is using AANA JI to take only wrong or negative  comments either it's for BJP or AAP .... but would say POOR PERFORMANCE",Covertly_Aggressive,True
3231,This would be the first time in the history of Nobel Prize that a bitch's name is being proposed along with HUMANS...!,Overtly_Aggressive,True
3232,Do you have any doubt? Why was he holding some many pistols and ammunition etc ?If he is not when police rounded up why was he holding up and firing at police?,Covertly_Aggressive,True
3233,Of course nothing can be made in porikistan except training the militants.that was well known to chinkis & they took advantage of it they r colonising in pokistan looting thier reserves through cpec,Overtly_Aggressive,True
3234,"Name any minister or MLA/MP whose son is working in ARMY/BSF/CRPF or has sacrificed their lives for the nation while serving at the border?
2. Name any minister or MLA/MP whose children are going to government schools?
3. Name any minister or MLA/MP whose family is treated in common government hospitals and not big private hospitals?
4. Name any minister or MLA/MP whose children do not own big luxurious cars/homes millions of rupees?
5. Name any minister or MLA/MP whose family has not visited abroad on taxpayer’s money?
6. Name any minister or MLA/MP whose family do not stay in 5 star hotels when they visit other states within the country. 
7. Name any minister or MLA/MP whose family couldn’t get a railway or plane ticket even an hour before. 
There is a big such list. They can make us fool by saying all people are equal, but the reality is what we all know and experience.",normal,False
3235,"Bt massive win?
Seriously?",Covertly_Aggressive,True
3236,"Now this idiot realises truth after being slave of a Single family rule , who destroyed our nation all these years !!!!!!!!!!!!!!!!!",Overtly_Aggressive,True
3237,"Hi Anuj, can I have your view on Balkrishan Industries and Sun Pharma.",normal,False
3238,Mr. Macchiwala I have spoken to Muslims in Gujrat and they were thankful to him because he saved their lives. I don't know where do you get this idea that Modi is responsible for riots.,Covertly_Aggressive,True
3239,Sir you have open the doors of competition in the telecom market... Good bless you..,normal,False
3240,Govt has to care of Army more than RSS . Else it will be RSS vs Indian Army  ?,Covertly_Aggressive,True
3241,Is actually Kassab hanged and died natural death out of Dengue? We have doubt and govt should release video evidence to prove that Kassab was actually hanged.,normal,False
3242,First of all finish these so called intellectual who are supporting anti-national,normal,False
3243,"Please don't change, kujliwal is needed for BJP just like Rahul Gandi",normal,False
3244,it's 2PM already  but program is still not aired.,normal,False
3245,Why Linux is free and virus proof? Why microsoft windows so expensive? Why it is not virus proof.? Why all PC manufaturers prefer microsoft windows over linux ?,normal,False
3246,Tow terrorst killd at bouder...indian army is a terrorst mob,Covertly_Aggressive,True
3247,I have a question for you sir. Can you please name the temple please also which Kashmiri Pandits are chanting bhajans?,Covertly_Aggressive,True
3248,You are great n no doubt we are with you,normal,False
3249,"Also according to her feminists who are ""aggressive"" are comparable to Nazis. Does she even know who Nazis were and what happened during the Holocaust? Is she really comparing ""aggressive feminism"" to genocide?",Overtly_Aggressive,True
3250,Pakistan is sending dead bodies to India .. :D like yesterday attack,normal,False
3251,"Invested in technology to secure transactions, differentiate bank from other players: Shikha Sharma",normal,False
3252,"In graduation there is a sub.  Of Political science. If u knw thn this pist opinion poll playing very important role in terms of propaganda, to set people mind.",normal,False
3253,"And watch it 24/7 , and dont watch anything else",Covertly_Aggressive,True
3254,Nonsense,Overtly_Aggressive,True
3255,Revenue projections have to be owned by minister irrespective of projections that is given by industry. That is the only perspective. He should think of scenario building and contingencies in case projections. That is the business perspective. He has to get beyond of self glorification and just own up his budgets,normal,False
3256,"The country who has an illiterate pm like modi what the people can expect from him 
People are dying in india without home and food but pm busy in making adhaar card for animal 
It's really a shameful situation for 125 crore indian",Overtly_Aggressive,True
3257,Anna you don't see the corruption of BJP and Congress that's happening from past 60 years ??,Covertly_Aggressive,True
3258,Could you Ask Vishal on his Views on Automation and Artifical Intelligence on how to reskill people,normal,False
3259,"mah govt itself is at loss of 25-30% annual revenue, plus this will increase unemployement, they are planning to rope in some km area of highway under concerned municipal dept, bars and shops in mumbai are already working. Everyone knows govt will litreally go bankrupt without this industry such is the revenue from it",normal,False
3260,"Vishnu Sreevalsan on this mother's day you can greet them.
""Hope your mummy stays yummy this mother's day.""",Covertly_Aggressive,True
3261,"#ENTERTAINMENT | After #NiaSharma was slut-shamed for posting a music video, the actor had the perfect response: she posted a second video!",Overtly_Aggressive,True
3262,Call in the airforce and bomb the hell out of dantewada,Covertly_Aggressive,True
3263,Crocodile tears.,Covertly_Aggressive,True
3264,"It takes quite a while for mkts to consolidate. If u want cash immediately, get married to someone in the Q and avail Rs. 2.5 lakhs cash. Don't forget to invite Bank Branch Manager for the wedding to enable confirmation!!!",normal,False
3265,"Friends ..stop giving so much importance to these fools...Chachunder, just....",Overtly_Aggressive,True
3266,How come all the script that's mention on cnbc 20/20 never makes it tht,normal,False
3267,""" JAMMU & KASHMIR STATE NEED BUSINESS CORRIDOR ""

Now j&k state people are in excitement and they were misguided by infiltrators. Since 10 days I got thousands of reply's received from j&k state people and some of Pakistan people's  which was I wrote thesis, regarding intolerance in j&k state.

Here some people are depend by terrorist Organisations and Pakistan MILITENTS and other Anti National Elements. Now they people are making  stone pelting on Army and Police and they raised slogans favor to Anti National attitude and wearing ISIS dressess and with Pakistan flags.

J&K State students need to get admissions in South INDIA Collages because there is no mutual understanding and interaction between j&k state and South states, In my verdict this is the big salvation for intolerance.

Need marriage proposals between South and North with j&k state people.

J&K State suffer by Lobour Acts and implementations because there is no route map for life survive with good opportunities this is the major problem in j&k State that's why teenagers following unlawful Act.

Need Industrial Hub in J&K state for better earnings.

I request to Prime Minister MODI Ji that, please bring the new reforms for j&k state for better future to our Citizens....Jai Hind 

S V P YADAV
Journalist
+918019563514",Covertly_Aggressive,True
3268,Should be stopped,Overtly_Aggressive,True
3270,They will now transform into the bike... I just know it... Human transformers!,Covertly_Aggressive,True
3271,Sir u Carry on! India now understand who are fake,Covertly_Aggressive,True
3272,"Pakistan on Monday rejected India's accusation that it killed two soldiers in ""unprovoked"" firing and mutilated their bodies near the Line of Control in Jammu and Kashmi #drama",normal,False
3273,"In other words, Indian Army is saying Pakistani soldiers went across the LoC into Indian side, Mutilated the bodies of two Indian soldiers and came back while no one on the Indian side dared them engage. 😂😂",normal,False
3274,What was the reason to see upswing in power sector today,normal,False
3275,He compared it with regard to infant mortality. Having 100% literacy rate doesn't give right to kill infants.,normal,False
3276,Do some research and ground work.. dude.. media is not giving correct pic.. more than 80% Indian support modi's decision..,normal,False
3277,Shares prices of Tata sons is going to be  increased,normal,False
3278,"Anirban Kundu 
So you are the pesticide",Covertly_Aggressive,True
3279,"Jio - A change ,aweaome jio ,slap to idea airtel",normal,False
3280,"You proved yourself your mentality.
Read comment , understand intellectually.
If you don't have any knowledge about visual technology. U should nt novice comment
I don't comment about scripts .",normal,False
3282,"Congress is f@.ed because  of gandhis, change them make sachin pilot president",Overtly_Aggressive,True
3283,It is a darma ..no viletions by pak army.. India army is a presure of unrest in country..,Covertly_Aggressive,True
3284,"Hi team, i need some help from you, you people coverage everything, please coverage our village please,  i stay in one village, our village still dint get the patta and chitta from our land since 1947, all of the villages got this in india, in entire india only our panchayat dint get the patta and chitta for land, we have around 500 former housed, govt is saying formers are the back bone of india, we do lot of agriculture we dont get any facilities from government, we are struggling lot, please help i have reached lot of MLAs and Ministers they are asking bribe. my number @ 9663387141",Covertly_Aggressive,True
3285,"now on wards.....we have to follow new way with banks,,,,in previous days we were deposited our total money and we with draw what ever req. we do....but now on wards we have to do need based deposits only...",Covertly_Aggressive,True
3286,Secure ?? Lol,Covertly_Aggressive,True
3287,Hypocrites are everywhere.,Covertly_Aggressive,True
3288,Transfer fee is the additional backfire on Existing Monthly Budget.......,normal,False
3289,"It is individual choice of being working mother or not working mother, no one has right to put forth their opinion on others. it is not a competition , rather it is justice to the talent of multi tasking which is not her cup of tea look like.",Covertly_Aggressive,True
3290,So humble you are Mukesh Ambani.. your  pieces about Entrepreneurs  should inspire a generation.. 🙏👍👌,normal,False
3291,We actually need strict application of laws for such senseless drivers ..,normal,False
3292,whether Q2 expected to be good for bank stocks  Q2 result start from South indian bank tomorrow,normal,False
3293,Tum logo ko swapndosh ki bimari h isme kisi ki problem ni h.2 tukde to ho gye ab kya chah rhe ho 10 12 ho.,normal,False
3294,I have a very strong feeling that Jadhav had already been tortured & killed in Pak jail.,Overtly_Aggressive,True
3295,I remembered the scene in OMG!! where Paresh Rawal describe the same scene as this news,normal,False
3296,"Bot On Fire 💙 Powered By 💙 Md Adnan 💙 

Self Site <3 Faxt.tk <3
Site By 💚 Usama Ahmad 💚",normal,False
3297,This guy doesn't know previous SP govt n its leaders r full of goons ....idiot,Overtly_Aggressive,True
3298,Ab iski aukaat hi kya rah gayi hai ki BJP waale inki chinta may duble hon? Bus media Abhi bhi inko cover kar Raha hai.,Overtly_Aggressive,True
3299,"No other state has developed as Karnataka.. check the number of companies that are opening their over seas branch in blore.  QATAR AIRWAYS also starting local airline with base as blore...

Siddu  has got dreams to blore in his sleep.....",normal,False
3300,Also using the same while free schedule found phone calling very poor performance and little bit disappounted. Its not understood living in Ahmedabad gets such annoying experience then wt abt small places or towns ?,Overtly_Aggressive,True
3301,"United nations declare hafeed syeed a terririst
Osama was killed on ur soil
Malala was atacked by ur terrorists
U support terrorist

All fake. Lol",Overtly_Aggressive,True
3302,tell you  one thing your succession is after your boss resignation ...am i correct or wrong ...,normal,False
3303,"Why he is scolding her who gives right to MLA to shout like this on SP of city....she was only doing her duty according to law...if there is something legal according to law then it's police duty to stop that ""dharna"" police don't work according to public sentiment it work only according to law. If this MLA is really worried about liquor then why ruling party is not putting ban on liquor?",Covertly_Aggressive,True
3304,Well way to go for patriarchalism... We dont need a reason for a war or battle... We just need to be oblivious... It will happen on its own,normal,False
3305,Drona Goswami did u forget gulf states..,Covertly_Aggressive,True
3307,"True China don't need militants , the ace product of this terrorist state ...",normal,False
3308,will get Z cover like salwari baba and national award like Baldy kher and rajya Sabha seat like Z owner thug. keep thugging for mire and licking RSS shoes.,Overtly_Aggressive,True
3309,"Pakistan was involved in duplication of Indian Currency they were sending these fake currency in India to few traitors
And now those traitors are feeling ripped off from their possessions
Most of them are hiding behind our poor people and saying gareebo ko maar diya
But actually these traitors are dying 
#salutetoPM",Covertly_Aggressive,True
3310,That's good I welcome GST people have to be paid tax and so tax money spent on Indian economy 😀,normal,False
3311,Plz look into education problem that rural children's are facing.,Covertly_Aggressive,True
3312,Then start resolving Kashmir issue.,Covertly_Aggressive,True
3313,They were muslims and they were not stealing cows but you extremism has killed both of them.. Such a Terror country who owned himself as a democrat  but infact they are extremist .. Such a shame!,Overtly_Aggressive,True
3314,#Karanjohar better look at it,normal,False
3315,The U S Government of Donald Trump will do nothing,Overtly_Aggressive,True
3316,Yàar my ears r bleeding  stop this 😑 get the bike on stage,Covertly_Aggressive,True
3317,If true this is what India needs. Innovative and creative. NOT whining ranting complaining and self destructive paranoid comments,normal,False
3318,We dont disturb everyday.,Overtly_Aggressive,True
3319,There is no comparison with RE...  It's baap of all bike's..,normal,False
3320,Paid Media +RSS+BJP + Anna V/S Imaandaar Kejriwaal,normal,False
3321,"Sonu is right... 
Muslims believe in nirakar philosophy ...
Then y they build mosque with loud speakers... They can do worship allah at home..",Covertly_Aggressive,True
3322,"On the occasion of International women's day,  I congratulate to all women of the world and wish them a very happy, healthy, progressive  and bright future. Let we all respect  the  women for their key role in the society as well as their directly and indirectly contribution for overall developments of the nation.Happy Women's day.. feel the power of Naari Shakti..",normal,False
3323,Menakji when the entire police force and security forces are deployed to protect the political class. There is scarcely any police force left for the protection of citizens hence crime rate is bound to raise. This is simple logic.,Covertly_Aggressive,True
3324,Shame on shiv sena ...he should have been thrown out of party !!!,Overtly_Aggressive,True
3325,"Where is 56"" chest and his andh bhakts will they take serious actions r they will do kadi ninda 😠😠😠",Covertly_Aggressive,True
3326,Mr Modi sorry to say u r forgetting that u r giving birth to a new crime in money gamble only a month has passed already there are so many raid have been done in new currency forget the old currency,Covertly_Aggressive,True
3327,Jay hind Pakistan me jabrdast  Hamla  Kare Hmari Sena  jbab dena  jaruri h,Covertly_Aggressive,True
3328,"Doucett Black.  Your atheism is out of place in this Christian Nation in which you live.

Before wasting time dredging up the whole “separation of Church and State” fallacy, consider the words of James Madison, the Father of Our Constitution:

”We have staked the whole of all our political Institutions upon the capacity of mankind for self-government, upon the capacity of each and all of us to govern ourselves, to control ourselves, to sustain ourselves according to the Ten Commandments of God.”

The man who authored our Constitution did not leave any room for doubt about governing ourselves according to the Ten Commandments of God.  The Congressional records further Christianity as the established religion of these United States of America:   

The process of drafting the First Amendment made the intent of the Founders abundantly clear; for before they approved the final wording, the First Amendment went through nearly a dozen different iterations and extensive discussions. 

“We do not want in America what we had in Great Britain: we don’t want one denomination running the Nation.  We will not all be Catholics, or Anglicans, or any other single denomination.  We do want God’s principles, but we don’t want one denomination running the Nation.”

This intent was well understood, as evidenced by court rulings after the First Amendment. In 1799 the court declared, “By our form of government, the Christian religion is the established religion; and all sects and denominations of Christians are placed on the same equal footing.” 

The U.S. Almanac, while a respected publication, does not constitute the ultimate authority.  Our Founding Fathers, speaking through the U.S. Constitution, hold such authority.  Their position on the topics at hand is indeed upheld by the Supreme Law of the Land, as evidenced by the U.S. Supreme Court.  Perhaps it is you who is “stupid” and needs to educate yourself?",Overtly_Aggressive,True
3330,"If population control and safe sex is immorality, no wonder we're the second most populous country on this planet.",Covertly_Aggressive,True
3331,Useless deals.....but it encourages the e-commerce industry,Overtly_Aggressive,True
3332,The guy who made  obscene comments is mentally ok . Is it? Sounds so funny ......,Overtly_Aggressive,True
3333,Modi knows to talk n thts wht he is doing n giving fake promises. He says that in long run there is good country can any1 say to me wht good he said is going happen bloody blind n dumb ppl I hv ever seen,Overtly_Aggressive,True
3334,misuse ....aadhar should not be used as a card for identity proof -strictly,normal,False
3335,Sir to ask 1 more question...what is keeping Irb infra buzzing..is its IPO round the corner ?,normal,False
3336,let our ulamahs anouce jihad for all and c the sea of jihadis againest amirican dogs,Overtly_Aggressive,True
3337,Karan Johar world knows you are a gay,Overtly_Aggressive,True
3339,Congress has to elect pradip bhattacharya to the RS during the same period from West Bengal..,normal,False
3340,"She is not fit for lPS. An IPS officer should never be emotional while on duty and that too before an MLA who is rudely behaving with her. She should be bold and strong enough to handle the politicians in such circumstances. First of all she should not have ordered for a lathi charge. Women were protesting for a good cause ie, to stop selling liquor near the villages. After the lathi charge, MLA intervened who represents that village.",Overtly_Aggressive,True
3341,"Bank nifty cracked today,  where are we going now",normal,False
3342,We make  issue and do ninda. We do not take any strong stand against it. Why we have deal with many countries when we can not use our arms  for this situation. Are we waiting for them to come and do the same to civilian.,normal,False
3343,These are personal choices and it has nothing related to love or hatred. Stop your nonsense.,Covertly_Aggressive,True
3344,People already started closing their ears after listening.. will close their eyes after launch ;),Covertly_Aggressive,True
3345,Kejriwal is better working corruption free . Anna have dirty politics what happened to your lokpal fights and fast during UPA period. You are product of dirty swine.,Covertly_Aggressive,True
3346,Well said sonali,Covertly_Aggressive,True
3347,Language is very bad ......we the voters are still alive to see what is going on .....if any of the party who will not work ...we will send them to home ....don't worry,Covertly_Aggressive,True
3348,THIS IDIOT DOESNOT KNOW THAT PRESIDENT IS FAR MORE STRONG THAN ANY OTHER FORM OF RULE.,Overtly_Aggressive,True
3349,"All the money announced, I doubt they will ever get it....it has happened in the past so many times...",normal,False
3350,"All Indian army was watching 
Bahubali 2/ IPL during Pakistan army crossed the border and killed the Dogs 😂😂😂😂😂",Overtly_Aggressive,True
3351,BJP HAVE LEADERS. WHY NDTV IN PAIN  ? JUST THINK ABOUT PAPPU WHERE HE IS  ?,Overtly_Aggressive,True
3352,No Bjp's can  step in to our Kerala even modi will get slippers there if he again tries to visit Kerala 😂😂😂😂 that modi paramanaaari call our state Somalia bcos he was not given bra to wear😂😂😂😂 wlc modi dare to step in Kerala again😉😉😉😉,Overtly_Aggressive,True
3353,"Atleast we show reality what happpens.....
but pak media & army keeps their people in denial mode.... 😂",Covertly_Aggressive,True
3354,...But  why India is not doing it ...?,normal,False
3355,"Attention: Indians have launched a False Flag ⛳️ Operations . 

They claimed that Pakistani forces infiltrated the LOC killed and mutilated bodies of two BSF jawans . 

The claimed location is not just heavily mined and fenced but has been under constant Indian Army surveillance citing attempted infiltration by Kashmiri Militants . 

It's obviously an attempt to sway the international community away from the atrocities committed by Indian Occupation Forces on Unarmed Kashmiris.

Previously the Drama was done to fool Indian population for UP Election this time God know what they have in Mind but it's simply Evil and in the end people of India will suffer one way or the other",Covertly_Aggressive,True
3356,Grt speaking with you dude.....tc,normal,False
3357,Satnam Singh  joke of the year. Gi to delhi . Work speaks more than mouth,normal,False
3358,Hope people of my country understand his vision for our motherland India. We support you sir.👍,normal,False
3359,"Fool.... 
Not even your government is not worth to print notes with out mistake. 
What hard work is this",Covertly_Aggressive,True
3360,"Bollywood Female Actor Kajol Enjoying Beef with her friends.
Is she anti national now?
http://dnai.in/erk3
Watch this Video.
NDTV",Overtly_Aggressive,True
3361,"This is surgical  strike from Pakistan.  Indian forces should enter Pak where their bases are,strike and do not vacate their territory.Reguarly Indian forces should do heavy firing along various Pak positions.  Be offencive than defencive.",normal,False
3362,All time iNdian muslim hero who gave good reply to whp sheo sina Bajrang dal to the 1991 ANTI MUSLUM KILLInG AFTER THE BABREE MASJID DESTRUCTION  ONLY IN BOMBAY KILLED 2000 MUSLIMS THOUSANDS OF MUSLIM KILLED BY FANATIXS,Covertly_Aggressive,True
3363,"So how many presidents will be ruling then Mr tharoor?
Even if it is the case Modi is my president not you or any dirty pig from congress.",Overtly_Aggressive,True
3364,Accused.. not convicted❗️ Plz don't misrepresent in a way that society is misled,Covertly_Aggressive,True
3365,Yes women's must be given more powers and rights. Let's change the nation.,normal,False
3366,We have followed the notification & not done any stock up of BS3 inventory: Pawan Goenka,normal,False
3367,Mr. PM you must act now. We are with you. Don't do only ninda always.,Covertly_Aggressive,True
3368,"it is because of ur crap and corrupt politicians who kill the meritorious candidates and uplift the non deserving category , rural service , and difficult area doctors , and finally and unfortunately the result is like this !",Overtly_Aggressive,True
3369,Ashin Jose Chellamthara leftists Goonda are with Jehadist Scoundrels sadly no true left wingers left in India,Covertly_Aggressive,True
3370,"i am salaried, also working with LIC as advisor, which ITR should i be filing ??",normal,False
3371,Perfect,normal,False
3373,Found validity in the comments made by founders on Rajiv Bansal’s severance pay: Infosys Chairman,Covertly_Aggressive,True
3374,"How dare you call them terrorists? 
They are FREEDOM FIGHTERS, and you are PRESSTITUTES. 
#Ban anti-national media houses.",Overtly_Aggressive,True
3375,"first decrease taxes and increase tax net.cover each and every one to pay minimum taxes. First catch politicians neta they have lots of monies,catch govt officials and bureaucrats,catch custom & excise people right from peon to top people, catch police people they too have lots of monies, catch sales and income tax people right from peon to commissioners.they have looted India.catch municipality right from peon to municipality commissioners they too have minted lots of monies.catch peons because all setting is done by PEONS.catch railway people they too minted lots of monies.catch STATE OWNED BANKS officials they too mint lots of monies.Indians are intelligent in cheating and minting monies in most unethical manners.not all but majority. We can leave behind WORLD BANK AND IMF.catch temples they too have lots of cash and gold.if you want more feedback I will give provide me your email I'd.I feel 35 CRORES INDIANS MUST PAY DIRECT OR INDIRECT TAXES. FIRST CATCH THIS CORRUPT NETAS........AND CONTROL THEM, REST WILL FALL IN LINE.....",normal,False
3376,"I think sonu nigam has no basic sense.
If he wrote about Azan he should also write about the inconvenience caused due to loud speakers Hindus put up for series of days and these loud speakers go on and on for days together.
No celebrity of his stature should tweet like this.
Some amount of inconvenience due to these small things Whether due to Muslim or Hindus should not be blown out of proportion",Overtly_Aggressive,True
3377,"N now maneka gandhi on movies wow 
its like watching something in india nowadays is also a crime 
from further on movies will be on bdsm n femdom to respect women 
:p",Overtly_Aggressive,True
3378,Already he lost his leftover respect and public image. no need of further drama,Covertly_Aggressive,True
3379,Come on ..you do not have to be abusive  ...however it reveals the type of person you might be.....definitely not a.good Muslim........read the Koran for guidance,Covertly_Aggressive,True
3380,"Sonu nigam is facing mentally problem's
So ignore this guys",Overtly_Aggressive,True
3381,Almost daily,Covertly_Aggressive,True
